position_bucket,candidate_hero,enemy_hero,response_count,candidate_bucket_count,enemy_seen_count,normalized_response_score
10,c5111,c2181,16,68,1192,0.056199
10,c5111,c2184,14,68,1481,0.044116
10,c5111,c2185,23,68,2401,0.056922
10,c5111,c5069,17,68,1319,0.056764
10,c5111,c5072,11,68,680,0.051154
10,c5111,c5154,6,68,1929,0.016566
10,c5111,c6005,19,68,1154,0.067826
10,c5111,c6037,5,68,792,0.021545
10,c5111,c6050,16,68,237,0.126035
10,c5149,c1176,3,4,880,0.050565
10,c5154,c1133,6,17,893,0.048697
10,c5154,c1153,4,17,596,0.039739
10,c5154,c2008,3,17,16,0.181902
10,c5154,c2024,3,17,661,0.028301
10,c5154,c2066,4,17,521,0.042503
10,c5154,c2071,4,17,604,0.039475
10,c5154,c2079,3,17,100,0.072761
10,c5154,c2103,3,17,619,0.029245
10,c5154,c2110,3,17,434,0.034926
10,c5154,c2124,5,17,2195,0.025884
10,c5154,c2129,4,17,1191,0.028111
10,c5154,c2181,5,17,1192,0.035124
10,c5154,c2185,5,17,2401,0.024749
10,c5154,c5069,3,17,1319,0.020034
10,c5154,c6005,3,17,1154,0.021419
10,c5175,c1117,9,27,1352,0.047106
10,c5175,c1153,23,27,596,0.18131
10,c5175,c1171,6,27,829,0.040104
10,c5175,c1172,3,27,1625,0.014322
10,c5175,c1183,9,27,1197,0.050063
10,c5175,c2071,3,27,604,0.023492
10,c5175,c2124,10,27,2195,0.041077
10,c5175,c2126,3,27,34,0.099015
10,c5175,c2129,11,27,1191,0.061342
10,c5175,c2131,10,27,1420,0.051071
10,c5175,c2185,3,27,2401,0.011783
10,c5175,c4004,4,27,510,0.034087
10,c5175,c5154,13,27,1929,0.056963
10,c6005,c1172,3,12,1625,0.021483
10,c6005,c2024,3,12,661,0.033684
10,c6005,c2124,8,12,2195,0.049293
10,c6005,c2181,4,12,1192,0.033445
10,c6005,c2185,3,12,2401,0.017674
10,c6005,c5069,3,12,1319,0.023846
10,c6005,c5072,4,12,680,0.044281
10,c6017,c1104,4,44,475,0.027669
10,c6017,c1117,6,44,1352,0.0246
10,c6017,c1133,11,44,893,0.055493
10,c6017,c1168,6,44,907,0.030035
10,c6017,c1171,3,44,829,0.015708
10,c6017,c1172,11,44,1625,0.041138
10,c6017,c1178,6,44,405,0.044947
10,c6017,c2001,4,44,139,0.051148
10,c6017,c2007,4,44,644,0.023762
10,c6017,c2024,7,44,661,0.041046
10,c6017,c2066,24,44,521,0.158513
10,c6017,c2076,10,44,1071,0.046066
10,c6017,c2102,4,44,66,0.074227
10,c6017,c2103,5,44,619,0.030297
10,c6017,c2124,8,44,2195,0.025742
10,c6017,c2129,4,44,1191,0.017473
10,c6017,c2131,13,44,1420,0.052008
10,c6017,c2181,4,44,1192,0.017466
10,c6017,c2184,6,44,1481,0.023504
10,c6017,c2185,21,44,2401,0.06461
10,c6017,c5069,10,44,1319,0.04151
10,c6017,c5072,9,44,680,0.052031
10,c6017,c6005,10,44,1154,0.044378
10,c6020,c1133,3,6,893,0.040985
10,c6020,c1172,6,6,1625,0.060764
10,c6020,c6037,3,6,792,0.043519
10,c6024,c1022,20,199,1011,0.044589
10,c6024,c1103,3,199,149,0.017422
10,c6024,c1104,4,199,475,0.01301
10,c6024,c1109,4,199,107,0.027412
10,c6024,c1117,58,199,1352,0.111818
10,c6024,c1133,14,199,893,0.033211
10,c6024,c1143,4,199,230,0.018697
10,c6024,c1153,9,199,596,0.026133
10,c6024,c1168,43,199,907,0.101213
10,c6024,c1171,51,199,829,0.125564
10,c6024,c1172,29,199,1625,0.050997
10,c6024,c1176,9,199,880,0.021507
10,c6024,c1178,25,199,405,0.088061
10,c6024,c1182,10,199,299,0.040996
10,c6024,c1183,47,199,1197,0.0963
10,c6024,c2001,6,199,139,0.036076
10,c6024,c2012,8,199,52,0.078643
10,c6024,c2023,3,199,61,0.027229
10,c6024,c2024,16,199,661,0.044116
10,c6024,c2049,10,199,291,0.041555
10,c6024,c2066,12,199,521,0.037268
10,c6024,c2070,3,199,22,0.04534
10,c6024,c2071,6,199,604,0.017306
10,c6024,c2076,21,199,1071,0.045488
10,c6024,c2079,3,199,100,0.021266
10,c6024,c2103,29,199,619,0.082628
10,c6024,c2112,8,199,182,0.042037
10,c6024,c2113,4,199,134,0.024495
10,c6024,c2124,90,199,2195,0.136175
10,c6024,c2129,40,199,1191,0.082163
10,c6024,c2131,43,199,1420,0.080891
10,c6024,c2181,22,199,1192,0.045171
10,c6024,c2184,55,199,1481,0.101311
10,c6024,c2185,27,199,2401,0.039061
10,c6024,c4004,17,199,510,0.053363
10,c6024,c4123,17,199,424,0.058525
10,c6024,c5069,14,199,1319,0.027326
10,c6024,c5072,22,199,680,0.059806
10,c6024,c5089,3,199,40,0.033625
10,c6024,c5111,4,199,260,0.017585
10,c6024,c5154,58,199,1929,0.093613
10,c6024,c5175,13,199,80,0.103032
10,c6024,c6005,27,199,1154,0.056342
10,c6024,c6017,6,199,96,0.04341
10,c6024,c6037,25,199,792,0.062972
10,c6024,c6050,4,199,237,0.018419
10,c6037,c1022,20,223,1011,0.042121
10,c6037,c1034,6,223,84,0.043839
10,c6037,c1046,3,223,184,0.01481
10,c6037,c1104,22,223,475,0.067596
10,c6037,c1109,3,223,107,0.019421
10,c6037,c1117,32,223,1352,0.058279
10,c6037,c1133,24,223,893,0.053782
10,c6037,c1143,39,223,230,0.172206
10,c6037,c1147,3,223,31,0.036082
10,c6037,c1150,3,223,51,0.028131
10,c6037,c1153,6,223,596,0.016458
10,c6037,c1160,5,223,39,0.053615
10,c6037,c1168,48,223,907,0.10673
10,c6037,c1171,55,223,829,0.127918
10,c6037,c1172,53,223,1625,0.088043
10,c6037,c1176,10,223,880,0.022574
10,c6037,c1177,34,223,145,0.189079
10,c6037,c1178,11,223,405,0.036603
10,c6037,c1182,6,223,299,0.023236
10,c6037,c1183,38,223,1197,0.07355
10,c6037,c2007,23,223,644,0.060692
10,c6037,c2024,19,223,661,0.049488
10,c6037,c2049,6,223,291,0.023553
10,c6037,c2066,8,223,521,0.02347
10,c6037,c2071,7,223,604,0.019073
10,c6037,c2076,18,223,1071,0.036832
10,c6037,c2080,7,223,138,0.039903
10,c6037,c2090,9,223,128,0.05327
10,c6037,c2103,24,223,619,0.064597
10,c6037,c2110,17,223,434,0.054645
10,c6037,c2112,5,223,182,0.024819
10,c6037,c2124,67,223,2195,0.095765
10,c6037,c2127,7,223,155,0.037651
10,c6037,c2129,19,223,1191,0.036868
10,c6037,c2131,29,223,1420,0.051535
10,c6037,c2132,4,223,88,0.028554
10,c6037,c2181,19,223,1192,0.036852
10,c6037,c2184,82,223,1481,0.142687
10,c6037,c2185,97,223,2401,0.132563
10,c6037,c4004,19,223,510,0.05634
10,c6037,c4123,9,223,424,0.029269
10,c6037,c5033,4,223,144,0.022322
10,c6037,c5069,24,223,1319,0.044252
10,c6037,c5072,24,223,680,0.061632
10,c6037,c5110,3,223,67,0.024543
10,c6037,c5149,3,223,45,0.029948
10,c6037,c5154,67,223,1929,0.102154
10,c6037,c6005,22,223,1154,0.043368
10,c6037,c6024,9,223,375,0.031122
10,c6037,c6050,16,223,237,0.069597
10,c6050,c1022,22,135,1011,0.05955
10,c6050,c1091,4,135,136,0.02952
10,c6050,c1104,3,135,475,0.011847
10,c6050,c1117,50,135,1352,0.117035
10,c6050,c1133,8,135,893,0.023041
10,c6050,c1153,11,135,596,0.03878
10,c6050,c1162,3,135,90,0.027217
10,c6050,c1168,3,135,907,0.008573
10,c6050,c1171,24,135,829,0.071741
10,c6050,c1172,24,135,1625,0.051241
10,c6050,c1176,21,135,880,0.060927
10,c6050,c1178,6,135,405,0.02566
10,c6050,c1182,3,135,299,0.014932
10,c6050,c1183,26,135,1197,0.064678
10,c6050,c2002,3,135,46,0.038069
10,c6050,c2007,8,135,644,0.027132
10,c6050,c2049,21,135,291,0.105951
10,c6050,c2066,12,135,521,0.045248
10,c6050,c2071,15,135,604,0.05253
10,c6050,c2076,5,135,1071,0.013149
10,c6050,c2103,11,135,619,0.038052
10,c6050,c2113,8,135,134,0.05948
10,c6050,c2124,55,135,2195,0.101037
10,c6050,c2129,36,135,1191,0.08978
10,c6050,c2131,54,135,1420,0.123334
10,c6050,c2181,32,135,1192,0.079771
10,c6050,c2184,14,135,1481,0.03131
10,c6050,c2185,17,135,2401,0.02986
10,c6050,c4004,18,135,510,0.068599
10,c6050,c4123,7,135,424,0.029258
10,c6050,c5069,21,135,1319,0.049766
10,c6050,c5072,12,135,680,0.039606
10,c6050,c5154,48,135,1929,0.094061
10,c6050,c6005,10,135,1154,0.025336
10,c6050,c6024,4,135,375,0.017778
10,c6050,c6037,24,135,792,0.073398
2_3,c1022,c2124,41,161,3154,0.057536
2_3,c1022,c2181,20,161,2202,0.03359
2_3,c1022,c2185,31,161,3956,0.038844
2_3,c1022,c5154,30,161,3390,0.040608
2_3,c1022,c6005,35,161,1694,0.067019
2_3,c1104,c2124,4,7,3154,0.02692
2_3,c1117,c2124,31,139,3154,0.046819
2_3,c1117,c2181,15,139,2202,0.027113
2_3,c1117,c2185,36,139,3956,0.048548
2_3,c1117,c5154,33,139,3390,0.048074
2_3,c1117,c6005,22,139,1694,0.045338
2_3,c1133,c2181,10,70,2202,0.025471
2_3,c1133,c2185,29,70,3956,0.055109
2_3,c1133,c5069,8,70,76,0.109682
2_3,c1133,c5154,5,70,3390,0.010264
2_3,c1133,c6005,14,70,1694,0.040656
2_3,c1168,c2181,11,59,2202,0.030518
2_3,c1168,c2185,14,59,3956,0.028978
2_3,c1168,c6005,31,59,1694,0.098057
2_3,c1171,c2185,5,13,3956,0.022048
2_3,c1171,c5154,5,13,3390,0.023818
2_3,c1172,c1183,5,625,140,0.016903
2_3,c1172,c2076,3,625,16,0.03
2_3,c1172,c2124,118,625,3154,0.084045
2_3,c1172,c2181,141,625,2202,0.120191
2_3,c1172,c2185,205,625,3956,0.130372
2_3,c1172,c5069,3,625,76,0.013765
2_3,c1172,c5154,13,625,3390,0.008931
2_3,c1172,c6005,136,625,1694,0.132173
2_3,c1176,c2124,6,40,3154,0.016892
2_3,c1176,c2181,7,40,2202,0.023586
2_3,c1176,c2185,14,40,3956,0.035194
2_3,c1176,c5154,4,40,3390,0.010863
2_3,c1176,c6005,7,40,1694,0.026891
2_3,c1182,c5154,3,10,3390,0.016294
2_3,c1182,c6005,6,10,1694,0.046099
2_3,c1183,c2124,422,1855,3154,0.174466
2_3,c1183,c2129,3,1855,12,0.020108
2_3,c1183,c2181,427,1855,2202,0.211275
2_3,c1183,c2184,12,1855,68,0.033787
2_3,c1183,c2185,418,1855,3956,0.154304
2_3,c1183,c5069,3,1855,76,0.00799
2_3,c1183,c5154,430,1855,3390,0.171473
2_3,c1183,c6005,135,1855,1694,0.076156
2_3,c2001,c2124,23,90,3154,0.043169
2_3,c2001,c2181,5,90,2202,0.011232
2_3,c2001,c2185,24,90,3956,0.040222
2_3,c2001,c5154,27,90,3390,0.048881
2_3,c2001,c6005,10,90,1694,0.025611
2_3,c2007,c2124,39,299,3154,0.04016
2_3,c2007,c2181,120,299,2202,0.147889
2_3,c2007,c2185,55,299,3956,0.050571
2_3,c2007,c5154,26,299,3390,0.025825
2_3,c2007,c6005,57,299,1694,0.080091
2_3,c2071,c2181,45,58,2202,0.125919
2_3,c2071,c2185,3,58,3956,0.006263
2_3,c2071,c6005,5,58,1694,0.015951
2_3,c2076,c2124,6,57,3154,0.014151
2_3,c2076,c2181,14,57,2202,0.039517
2_3,c2076,c2185,20,57,3956,0.042118
2_3,c2076,c5154,14,57,3390,0.031849
2_3,c2103,c2124,5,16,3154,0.022258
2_3,c2103,c5154,6,16,3390,0.025763
2_3,c2103,c6005,3,16,1694,0.018222
2_3,c2124,c1172,15,2290,50,0.044329
2_3,c2124,c1183,20,2290,140,0.035322
2_3,c2124,c2131,21,2290,70,0.052451
2_3,c2124,c2181,166,2290,2202,0.073923
2_3,c2124,c2184,3,2290,68,0.007602
2_3,c2124,c2185,860,2290,3956,0.285728
2_3,c2124,c5069,7,2290,76,0.016779
2_3,c2124,c5154,862,2290,3390,0.309378
2_3,c2124,c6005,332,2290,1694,0.168564
2_3,c2125,c2124,4,8,3154,0.025182
2_3,c2125,c2185,3,8,3956,0.016864
2_3,c2129,c2124,243,448,3154,0.204426
2_3,c2129,c2131,6,448,70,0.033882
2_3,c2129,c2181,7,448,2202,0.007048
2_3,c2129,c2184,5,448,68,0.028647
2_3,c2129,c2185,82,448,3956,0.061595
2_3,c2129,c5069,3,448,76,0.016258
2_3,c2129,c5154,89,448,3390,0.072219
2_3,c2129,c6005,12,448,1694,0.013775
2_3,c2131,c1172,7,1779,50,0.023471
2_3,c2131,c1183,8,1779,140,0.01603
2_3,c2131,c2124,471,1779,3154,0.198839
2_3,c2131,c2129,4,1779,12,0.027377
2_3,c2131,c2181,90,1779,2202,0.045472
2_3,c2131,c2184,9,1779,68,0.025876
2_3,c2131,c2185,455,1779,3956,0.171512
2_3,c2131,c5154,622,1779,3390,0.253281
2_3,c2131,c6005,111,1779,1694,0.063941
2_3,c2181,c1172,5,620,50,0.028398
2_3,c2181,c1183,22,620,140,0.074673
2_3,c2181,c2124,18,620,3154,0.012872
2_3,c2181,c2184,8,620,68,0.038962
2_3,c2181,c2185,409,620,3956,0.261156
2_3,c2181,c5069,4,620,76,0.018427
2_3,c2181,c5154,64,620,3390,0.044145
2_3,c2181,c6005,86,620,1694,0.083916
2_3,c2184,c1183,17,1371,140,0.038803
2_3,c2184,c2124,316,1371,3154,0.151963
2_3,c2184,c2129,5,1371,12,0.038982
2_3,c2184,c2131,17,1371,70,0.054876
2_3,c2184,c2181,268,1371,2202,0.154244
2_3,c2184,c2185,167,1371,3956,0.071708
2_3,c2184,c5069,6,1371,76,0.018588
2_3,c2184,c5154,386,1371,3390,0.179048
2_3,c2184,c6005,187,1371,1694,0.122706
2_3,c2185,c1172,11,1621,50,0.038638
2_3,c2185,c1183,36,1621,140,0.07557
2_3,c2185,c2076,4,1621,16,0.024838
2_3,c2185,c2124,442,1621,3154,0.195479
2_3,c2185,c2131,6,1621,70,0.017812
2_3,c2185,c2181,363,1621,2202,0.192135
2_3,c2185,c2184,5,1621,68,0.01506
2_3,c2185,c5069,18,1621,76,0.051283
2_3,c2185,c5154,465,1621,3390,0.198363
2_3,c2185,c6005,266,1621,1694,0.160522
2_3,c4004,c2124,16,75,3154,0.032897
2_3,c4004,c2185,23,75,3956,0.042225
2_3,c4004,c5154,28,75,3390,0.05553
2_3,c4004,c6005,7,75,1694,0.019639
2_3,c4123,c2185,3,13,3956,0.013229
2_3,c4123,c5154,7,13,3390,0.033345
2_3,c5033,c2185,5,6,3956,0.032454
2_3,c5069,c1172,7,262,50,0.061159
2_3,c5069,c2124,39,262,3154,0.042903
2_3,c5069,c2181,54,262,2202,0.071094
2_3,c5069,c2185,70,262,3956,0.068757
2_3,c5069,c5154,33,262,3390,0.035016
2_3,c5069,c6005,56,262,1694,0.084058
2_3,c5072,c2124,39,198,3154,0.049352
2_3,c5072,c2181,47,198,2202,0.07118
2_3,c5072,c2185,53,198,3956,0.059885
2_3,c5072,c5154,40,198,3390,0.048823
2_3,c5072,c6005,13,198,1694,0.022447
2_3,c5154,c1183,8,1597,140,0.016919
2_3,c5154,c2124,718,1597,3154,0.31992
2_3,c5154,c2131,6,1597,70,0.017945
2_3,c5154,c2181,188,1597,2202,0.100253
2_3,c5154,c2184,17,1597,68,0.051587
2_3,c5154,c2185,497,1597,3956,0.197731
2_3,c5154,c5069,5,1597,76,0.014352
2_3,c5154,c6005,155,1597,1694,0.094237
2_3,c6005,c1183,10,948,140,0.027449
2_3,c6005,c2076,5,948,16,0.040598
2_3,c6005,c2124,133,948,3154,0.076916
2_3,c6005,c2131,9,948,70,0.034937
2_3,c6005,c2181,188,948,2202,0.13012
2_3,c6005,c2185,398,948,3956,0.205518
2_3,c6005,c5069,13,948,76,0.048432
2_3,c6005,c5154,188,948,3390,0.104871
2_3,c6037,c2124,4,77,3154,0.008117
2_3,c6037,c2181,5,77,2202,0.012143
2_3,c6037,c2185,66,77,3956,0.119583
4,c1022,c1117,3,178,139,0.019072
4,c1022,c1133,5,178,70,0.044793
4,c1022,c1172,16,178,625,0.04797
4,c1022,c1183,49,178,1855,0.085274
4,c1022,c2007,20,178,299,0.086693
4,c1022,c2071,3,178,58,0.029525
4,c1022,c2076,3,178,57,0.029783
4,c1022,c2124,42,178,2290,0.065784
4,c1022,c2129,11,178,448,0.038953
4,c1022,c2131,55,178,1779,0.097738
4,c1022,c2181,13,178,620,0.039132
4,c1022,c2184,41,178,1371,0.082996
4,c1022,c2185,23,178,1621,0.042818
4,c1022,c4004,5,178,75,0.043274
4,c1022,c5069,5,178,262,0.023153
4,c1022,c5154,23,178,1597,0.043139
4,c1022,c6005,30,178,948,0.073031
4,c1083,c1176,4,6,40,0.258199
4,c1083,c5072,5,6,198,0.145065
4,c1104,c1172,3,93,625,0.012443
4,c1104,c1176,4,93,40,0.065583
4,c1104,c1183,79,93,1855,0.190201
4,c1104,c2124,23,93,2290,0.049839
4,c1104,c2131,15,93,1779,0.036878
4,c1104,c2181,8,93,620,0.033316
4,c1104,c2184,11,93,1371,0.030806
4,c1104,c2185,16,93,1621,0.041209
4,c1104,c5072,3,93,198,0.022108
4,c1104,c5154,8,93,1597,0.020759
4,c1104,c6037,6,93,77,0.070903
4,c1117,c1133,4,415,70,0.023469
4,c1117,c1172,88,415,625,0.17279
4,c1117,c1183,92,415,1855,0.104856
4,c1117,c2001,3,415,90,0.015523
4,c1117,c2007,11,415,299,0.031227
4,c1117,c2124,166,415,2290,0.170281
4,c1117,c2129,16,415,448,0.037107
4,c1117,c2131,87,415,1779,0.101253
4,c1117,c2181,35,415,620,0.069
4,c1117,c2184,59,415,1371,0.078218
4,c1117,c2185,73,415,1621,0.089004
4,c1117,c4004,5,415,75,0.028341
4,c1117,c5069,9,415,262,0.027294
4,c1117,c5072,7,415,198,0.02442
4,c1117,c5154,109,415,1597,0.133891
4,c1117,c6005,53,415,948,0.084498
4,c1117,c6037,8,415,77,0.044753
4,c1133,c1172,18,105,625,0.070265
4,c1133,c1183,12,105,1855,0.02719
4,c1133,c2007,7,105,299,0.039506
4,c1133,c2076,8,105,57,0.103409
4,c1133,c2124,21,105,2290,0.042826
4,c1133,c2131,13,105,1779,0.030079
4,c1133,c2181,21,105,620,0.082305
4,c1133,c2184,15,105,1371,0.039535
4,c1133,c2185,31,105,1621,0.075141
4,c1133,c5069,24,105,262,0.144699
4,c1133,c5072,3,105,198,0.020806
4,c1133,c5154,7,105,1597,0.017094
4,c1133,c6005,26,105,948,0.082409
4,c1168,c1172,22,102,625,0.087133
4,c1168,c1183,12,102,1855,0.027587
4,c1168,c2007,6,102,299,0.034357
4,c1168,c2124,29,102,2290,0.060004
4,c1168,c2131,13,102,1779,0.030518
4,c1168,c2181,26,102,620,0.10339
4,c1168,c2184,18,102,1371,0.048134
4,c1168,c2185,17,102,1621,0.041808
4,c1168,c5069,6,102,262,0.036703
4,c1168,c5154,3,102,1597,0.007433
4,c1168,c6005,46,102,948,0.147929
4,c1168,c6037,3,102,77,0.033851
4,c1171,c1183,12,26,1855,0.054642
4,c1171,c2124,4,26,2290,0.016393
4,c1171,c2131,3,26,1779,0.013949
4,c1171,c2184,5,26,1371,0.026483
4,c1171,c2185,11,26,1621,0.053581
4,c1171,c5154,7,26,1597,0.034353
4,c1172,c1022,26,509,161,0.090824
4,c1172,c1133,7,509,70,0.037084
4,c1172,c1168,6,509,59,0.034623
4,c1172,c1176,4,509,40,0.028033
4,c1172,c1183,110,509,1855,0.113204
4,c1172,c2001,11,509,90,0.051394
4,c1172,c2007,28,509,299,0.071773
4,c1172,c2124,238,509,2290,0.220445
4,c1172,c2129,13,509,448,0.027224
4,c1172,c2131,118,509,1779,0.124004
4,c1172,c2181,55,509,620,0.097906
4,c1172,c2184,97,509,1371,0.116117
4,c1172,c2185,137,509,1621,0.150824
4,c1172,c4004,5,509,75,0.025591
4,c1172,c5069,19,509,262,0.052029
4,c1172,c5072,4,509,198,0.0126
4,c1172,c5154,33,509,1597,0.036602
4,c1172,c6005,87,509,948,0.125244
4,c1172,c6037,8,509,77,0.04041
4,c1176,c1117,3,87,139,0.027281
4,c1176,c1168,3,87,59,0.041873
4,c1176,c1172,10,87,625,0.042885
4,c1176,c1183,23,87,1855,0.057253
4,c1176,c2007,8,87,299,0.049601
4,c1176,c2124,34,87,2290,0.076173
4,c1176,c2131,26,87,1779,0.066088
4,c1176,c2181,5,87,620,0.021529
4,c1176,c2184,16,87,1371,0.046328
4,c1176,c2185,22,87,1621,0.058583
4,c1176,c6005,13,87,948,0.045267
4,c1178,c2007,4,30,299,0.042234
4,c1178,c2131,10,30,1779,0.043286
4,c1178,c2181,13,30,620,0.095321
4,c1178,c6005,20,30,948,0.118595
4,c1182,c1172,5,23,625,0.041703
4,c1182,c2124,4,23,2290,0.017429
4,c1182,c2181,7,23,620,0.058619
4,c1182,c5069,3,23,262,0.038646
4,c1182,c6005,16,23,948,0.108356
4,c1183,c1022,13,735,161,0.037791
4,c1183,c1117,14,735,139,0.0438
4,c1183,c1133,3,735,70,0.013226
4,c1183,c1172,45,735,625,0.066394
4,c1183,c2001,9,735,90,0.034993
4,c1183,c2007,43,735,299,0.091725
4,c1183,c2124,363,735,2290,0.279798
4,c1183,c2129,41,735,448,0.07145
4,c1183,c2131,231,735,1779,0.202013
4,c1183,c2181,51,735,620,0.075549
4,c1183,c2184,161,735,1371,0.160385
4,c1183,c2185,219,735,1621,0.200636
4,c1183,c4004,12,735,75,0.05111
4,c1183,c5069,11,735,262,0.025067
4,c1183,c5072,20,735,198,0.052427
4,c1183,c5154,120,735,1597,0.110761
4,c1183,c5175,4,735,8,0.052164
4,c1183,c6005,95,735,948,0.113809
4,c1183,c6037,4,735,77,0.016814
4,c2001,c1172,4,38,625,0.025955
4,c2001,c1183,3,38,1855,0.011299
4,c2001,c2124,20,38,2290,0.067799
4,c2001,c2129,6,38,448,0.045985
4,c2001,c2184,11,38,1371,0.048193
4,c2001,c2185,5,38,1621,0.020146
4,c2001,c5072,4,38,198,0.046114
4,c2001,c5154,8,38,1597,0.032475
4,c2001,c6005,11,38,948,0.057956
4,c2007,c1022,3,327,161,0.013075
4,c2007,c1117,6,327,139,0.028143
4,c2007,c1133,3,327,70,0.019829
4,c2007,c1168,4,327,59,0.028798
4,c2007,c1172,32,327,625,0.070784
4,c2007,c1183,61,327,1855,0.078322
4,c2007,c2076,3,327,57,0.021974
4,c2007,c2124,140,327,2290,0.161784
4,c2007,c2129,9,327,448,0.023514
4,c2007,c2131,54,327,1779,0.0708
4,c2007,c2181,76,327,620,0.168789
4,c2007,c2184,54,327,1371,0.080649
4,c2007,c2185,51,327,1621,0.070049
4,c2007,c4004,3,327,75,0.019157
4,c2007,c5069,16,327,262,0.054663
4,c2007,c5072,6,327,198,0.02358
4,c2007,c5154,39,327,1597,0.053968
4,c2007,c6005,81,327,948,0.145481
4,c2007,c6037,10,327,77,0.06302
4,c2009,c2131,6,6,1779,0.058075
4,c2009,c2184,6,6,1371,0.066154
4,c2024,c1022,3,20,161,0.052868
4,c2024,c1183,5,20,1855,0.025959
4,c2024,c2124,8,20,2290,0.037382
4,c2024,c2131,5,20,1779,0.026507
4,c2024,c2184,8,20,1371,0.048312
4,c2024,c5154,4,20,1597,0.022382
4,c2038,c1183,5,14,1855,0.031027
4,c2038,c2129,3,14,448,0.037881
4,c2038,c2181,5,14,620,0.053667
4,c2038,c2184,3,14,1371,0.021654
4,c2038,c5154,10,14,1597,0.066878
4,c2049,c2124,5,9,2290,0.034828
4,c2049,c2185,4,9,1621,0.033117
4,c2049,c5069,3,9,262,0.06178
4,c2066,c2124,4,7,2290,0.031593
4,c2066,c5069,3,7,262,0.070052
4,c2066,c5154,4,7,1597,0.037832
4,c2071,c1022,4,123,161,0.028425
4,c2071,c1117,7,123,139,0.053535
4,c2071,c1172,10,123,625,0.036067
4,c2071,c1183,42,123,1855,0.087928
4,c2071,c2007,4,123,299,0.020858
4,c2071,c2124,25,123,2290,0.047105
4,c2071,c2131,18,123,1779,0.03848
4,c2071,c2181,14,123,620,0.050697
4,c2071,c2184,34,123,1371,0.082796
4,c2071,c2185,32,123,1621,0.071665
4,c2071,c5069,4,123,262,0.022282
4,c2071,c5154,31,123,1597,0.069945
4,c2071,c6005,16,123,948,0.046856
4,c2076,c1172,3,13,625,0.033282
4,c2076,c2124,6,13,2290,0.034775
4,c2076,c5154,3,13,1597,0.020821
4,c2076,c6005,6,13,948,0.054047
4,c2079,c1183,6,6,1855,0.056873
4,c2079,c2124,3,6,2290,0.025593
4,c2090,c2185,3,9,1621,0.024838
4,c2090,c5072,3,9,198,0.071067
4,c2103,c1022,3,27,161,0.045502
4,c2103,c1172,5,27,625,0.03849
4,c2103,c1183,6,27,1855,0.02681
4,c2103,c2007,5,27,299,0.055648
4,c2103,c2124,3,27,2290,0.012065
4,c2103,c2129,3,27,448,0.027277
4,c2103,c2131,4,27,1779,0.018251
4,c2103,c2184,7,27,1371,0.036383
4,c2103,c2185,3,27,1621,0.01434
4,c2103,c5154,3,27,1597,0.014447
4,c2103,c6005,5,27,948,0.031252
4,c2110,c1183,4,13,1855,0.025758
4,c2110,c2131,4,13,1779,0.026303
4,c2110,c2181,4,13,620,0.044555
4,c2110,c2184,4,13,1371,0.029962
4,c2110,c2185,3,13,1621,0.020666
4,c2110,c5069,3,13,262,0.051404
4,c2112,c1183,3,8,1855,0.024627
4,c2112,c2131,4,8,1779,0.033529
4,c2112,c2184,4,8,1371,0.038194
4,c2113,c1117,3,10,139,0.080466
4,c2113,c1183,5,10,1855,0.036711
4,c2113,c2131,3,10,1779,0.022492
4,c2113,c2181,5,10,620,0.0635
4,c2124,c1022,4,337,161,0.017172
4,c2124,c1117,9,337,139,0.041583
4,c2124,c1133,3,337,70,0.019532
4,c2124,c1168,3,337,59,0.021276
4,c2124,c1171,3,337,13,0.045325
4,c2124,c1172,55,337,625,0.119842
4,c2124,c1176,3,337,40,0.025839
4,c2124,c1183,139,337,1855,0.175804
4,c2124,c2001,9,337,90,0.051678
4,c2124,c2007,26,337,299,0.081907
4,c2124,c2071,21,337,58,0.150207
4,c2124,c2076,4,337,57,0.028861
4,c2124,c2129,4,337,448,0.010295
4,c2124,c2131,46,337,1779,0.059409
4,c2124,c2181,13,337,620,0.02844
4,c2124,c2184,65,337,1371,0.095627
4,c2124,c2185,108,337,1621,0.146123
4,c2124,c5069,21,337,262,0.070673
4,c2124,c5072,5,337,198,0.019356
4,c2124,c5154,57,337,1597,0.077698
4,c2124,c6005,69,337,948,0.122076
4,c2129,c1022,4,337,161,0.017172
4,c2129,c1117,8,337,139,0.036963
4,c2129,c1133,6,337,70,0.039065
4,c2129,c1171,3,337,13,0.045325
4,c2129,c1172,5,337,625,0.010895
4,c2129,c1183,54,337,1855,0.068298
4,c2129,c2001,4,337,90,0.022968
4,c2129,c2007,6,337,299,0.018902
4,c2129,c2124,123,337,2290,0.140014
4,c2129,c2131,182,337,1779,0.235054
4,c2129,c2181,3,337,620,0.006563
4,c2129,c2184,90,337,1371,0.132406
4,c2129,c2185,101,337,1621,0.136652
4,c2129,c4004,3,337,75,0.01887
4,c2129,c5069,7,337,262,0.023558
4,c2129,c5072,4,337,198,0.015485
4,c2129,c5154,20,337,1597,0.027262
4,c2129,c6005,41,337,948,0.072538
4,c2129,c6037,3,337,77,0.018623
4,c2131,c1022,29,1072,161,0.069805
4,c2131,c1104,4,1072,7,0.046176
4,c2131,c1117,26,1072,139,0.067355
4,c2131,c1133,9,1072,70,0.032855
4,c2131,c1172,70,1072,625,0.085519
